location,date,vaccine,total_vaccinations
Lithuania,2021-08-30,Pfizer/BioNTech,2027486
Lithuania,2021-08-31,Johnson&Johnson,351194
Lithuania,2021-08-31,Moderna,247376
Lithuania,2021-08-31,Oxford/AstraZeneca,531261
Lithuania,2021-08-31,Pfizer/BioNTech,2036033
Lithuania,2021-09-01,Johnson&Johnson,353414
Lithuania,2021-09-01,Moderna,248036
Lithuania,2021-09-01,Oxford/AstraZeneca,531379
Lithuania,2021-09-01,Pfizer/BioNTech,2044508
Lithuania,2021-09-02,Johnson&Johnson,355992
Lithuania,2021-09-02,Moderna,248946
Lithuania,2021-09-02,Oxford/AstraZeneca,531558
Lithuania,2021-09-02,Pfizer/BioNTech,2055816
Lithuania,2021-09-03,Johnson&Johnson,357192
Lithuania,2021-09-03,Moderna,249810
Lithuania,2021-09-03,Oxford/AstraZeneca,531708
Lithuania,2021-09-03,Pfizer/BioNTech,2066274
Lithuania,2021-09-04,Johnson&Johnson,358142
Lithuania,2021-09-04,Moderna,249992
Lithuania,2021-09-04,Oxford/AstraZeneca,531728
Lithuania,2021-09-04,Pfizer/BioNTech,2067894
Lithuania,2021-09-05,Johnson&Johnson,358142
Lithuania,2021-09-05,Moderna,250036
Lithuania,2021-09-05,Oxford/AstraZeneca,531755
Lithuania,2021-09-05,Pfizer/BioNTech,2068059
Lithuania,2021-09-06,Johnson&Johnson,359682
Lithuania,2021-09-06,Moderna,251050
Lithuania,2021-09-06,Oxford/AstraZeneca,531894
Lithuania,2021-09-06,Pfizer/BioNTech,2076209
Lithuania,2021-09-07,Johnson&Johnson,361516
Lithuania,2021-09-07,Moderna,251605
Lithuania,2021-09-07,Oxford/AstraZeneca,531996
Lithuania,2021-09-07,Pfizer/BioNTech,2084022
Lithuania,2021-09-08,Johnson&Johnson,362160
Lithuania,2021-09-08,Moderna,252300
Lithuania,2021-09-08,Oxford/AstraZeneca,532105
Lithuania,2021-09-08,Pfizer/BioNTech,2093265
Lithuania,2021-09-09,Johnson&Johnson,363168
Lithuania,2021-09-09,Moderna,253448
Lithuania,2021-09-09,Oxford/AstraZeneca,532215
Lithuania,2021-09-09,Pfizer/BioNTech,2104014
Lithuania,2021-09-10,Johnson&Johnson,364370
Lithuania,2021-09-10,Moderna,254185
Lithuania,2021-09-10,Oxford/AstraZeneca,532354
Lithuania,2021-09-10,Pfizer/BioNTech,2114438
Lithuania,2021-09-11,Johnson&Johnson,365030
Lithuania,2021-09-11,Moderna,254355
Lithuania,2021-09-11,Oxford/AstraZeneca,532385
Lithuania,2021-09-11,Pfizer/BioNTech,2115803
Luxembourg,2021-01-01,Pfizer/BioNTech,0
Luxembourg,2021-01-08,Pfizer/BioNTech,1285
Luxembourg,2021-01-15,Moderna,0
Luxembourg,2021-01-15,Pfizer/BioNTech,2780
Luxembourg,2021-01-22,Moderna,284
Luxembourg,2021-01-22,Pfizer/BioNTech,5093
Luxembourg,2021-01-29,Moderna,418
Luxembourg,2021-01-29,Pfizer/BioNTech,8293
Luxembourg,2021-02-05,Moderna,842
Luxembourg,2021-02-05,Oxford/AstraZeneca,0
Luxembourg,2021-02-05,Pfizer/BioNTech,11764
Luxembourg,2021-02-12,Moderna,1033
Luxembourg,2021-02-12,Oxford/AstraZeneca,1134
Luxembourg,2021-02-12,Pfizer/BioNTech,13908
Luxembourg,2021-02-19,Moderna,1323
Luxembourg,2021-02-19,Oxford/AstraZeneca,3433
Luxembourg,2021-02-19,Pfizer/BioNTech,17338
Luxembourg,2021-02-26,Moderna,1640
Luxembourg,2021-02-26,Oxford/AstraZeneca,4033
Luxembourg,2021-02-26,Pfizer/BioNTech,21613
Luxembourg,2021-03-05,Moderna,2110
Luxembourg,2021-03-05,Oxford/AstraZeneca,5187
Luxembourg,2021-03-05,Pfizer/BioNTech,27759
Luxembourg,2021-03-12,Moderna,2609
Luxembourg,2021-03-12,Oxford/AstraZeneca,6421
Luxembourg,2021-03-12,Pfizer/BioNTech,37824
Luxembourg,2021-03-19,Moderna,4098
Luxembourg,2021-03-19,Oxford/AstraZeneca,7432
Luxembourg,2021-03-19,Pfizer/BioNTech,50248
Luxembourg,2021-03-26,Moderna,4304
Luxembourg,2021-03-26,Oxford/AstraZeneca,15970
Luxembourg,2021-03-26,Pfizer/BioNTech,53082
Luxembourg,2021-04-02,Moderna,4704
Luxembourg,2021-04-02,Oxford/AstraZeneca,30400
Luxembourg,2021-04-02,Pfizer/BioNTech,57269
Luxembourg,2021-04-09,Moderna,7197
Luxembourg,2021-04-09,Oxford/AstraZeneca,32135
Luxembourg,2021-04-09,Pfizer/BioNTech,77358
Luxembourg,2021-04-16,Johnson&Johnson,2185
Luxembourg,2021-04-16,Moderna,11658
Luxembourg,2021-04-16,Oxford/AstraZeneca,33910
Luxembourg,2021-04-16,Pfizer/BioNTech,102489
Luxembourg,2021-04-23,Johnson&Johnson,2380
Luxembourg,2021-04-23,Moderna,12215
Luxembourg,2021-04-23,Oxford/AstraZeneca,35013
Luxembourg,2021-04-23,Pfizer/BioNTech,114790
Luxembourg,2021-04-30,Johnson&Johnson,2380
Luxembourg,2021-04-30,Moderna,14497
Luxembourg,2021-04-30,Oxford/AstraZeneca,37277
Luxembourg,2021-04-30,Pfizer/BioNTech,130731
Luxembourg,2021-05-07,Johnson&Johnson,5880
Luxembourg,2021-05-07,Moderna,17399
Luxembourg,2021-05-07,Oxford/AstraZeneca,48635
Luxembourg,2021-05-07,Pfizer/BioNTech,153060
Luxembourg,2021-05-14,Johnson&Johnson,7784
Luxembourg,2021-05-14,Moderna,23454
Luxembourg,2021-05-14,Oxford/AstraZeneca,53647
Luxembourg,2021-05-14,Pfizer/BioNTech,183256
Luxembourg,2021-05-21,Johnson&Johnson,10936
Luxembourg,2021-05-21,Moderna,29657
Luxembourg,2021-05-21,Oxford/AstraZeneca,56198
Luxembourg,2021-05-21,Pfizer/BioNTech,205972
Luxembourg,2021-05-28,Johnson&Johnson,11437
Luxembourg,2021-05-28,Moderna,33775
Luxembourg,2021-05-28,Oxford/AstraZeneca,57382
Luxembourg,2021-05-28,Pfizer/BioNTech,225557
Luxembourg,2021-06-04,Johnson&Johnson,12874
Luxembourg,2021-06-04,Moderna,34597
Luxembourg,2021-06-04,Oxford/AstraZeneca,69223
Luxembourg,2021-06-04,Pfizer/BioNTech,254825
Luxembourg,2021-06-11,Johnson&Johnson,17007
Luxembourg,2021-06-11,Moderna,37679
Luxembourg,2021-06-11,Oxford/AstraZeneca,83850
Luxembourg,2021-06-11,Pfizer/BioNTech,282379
Luxembourg,2021-06-18,Johnson&Johnson,17936
Luxembourg,2021-06-18,Moderna,43311
Luxembourg,2021-06-18,Oxford/AstraZeneca,85723
Luxembourg,2021-06-18,Pfizer/BioNTech,317386
Luxembourg,2021-06-25,Johnson&Johnson,26671
Luxembourg,2021-06-25,Moderna,48454
Luxembourg,2021-06-25,Oxford/AstraZeneca,87601
Luxembourg,2021-06-25,Pfizer/BioNTech,345262
Luxembourg,2021-07-02,Johnson&Johnson,28215
Luxembourg,2021-07-02,Moderna,54384
Luxembourg,2021-07-02,Oxford/AstraZeneca,98294
Luxembourg,2021-07-02,Pfizer/BioNTech,375960
Luxembourg,2021-07-09,Johnson&Johnson,28648
Luxembourg,2021-07-09,Moderna,56432
Luxembourg,2021-07-09,Oxford/AstraZeneca,102156
Luxembourg,2021-07-09,Pfizer/BioNTech,398162
Luxembourg,2021-07-16,Johnson&Johnson,30927
Luxembourg,2021-07-16,Moderna,57894
Luxembourg,2021-07-16,Oxford/AstraZeneca,102876
Luxembourg,2021-07-16,Pfizer/BioNTech,424694
Luxembourg,2021-07-23,Johnson&Johnson,31734
Luxembourg,2021-07-23,Moderna,60789
Luxembourg,2021-07-23,Oxford/AstraZeneca,103006
Luxembourg,2021-07-23,Pfizer/BioNTech,449807
Luxembourg,2021-07-30,Johnson&Johnson,32667
Luxembourg,2021-07-30,Moderna,66144
Luxembourg,2021-07-30,Oxford/AstraZeneca,104624
Luxembourg,2021-07-30,Pfizer/BioNTech,466337
Luxembourg,2021-08-06,Johnson&Johnson,33154
Luxembourg,2021-08-06,Moderna,68039
Luxembourg,2021-08-06,Oxford/AstraZeneca,104937
Luxembourg,2021-08-06,Pfizer/BioNTech,478385
Luxembourg,2021-08-13,Johnson&Johnson,33697
Luxembourg,2021-08-13,Moderna,69268
Luxembourg,2021-08-13,Oxford/AstraZeneca,105006
Luxembourg,2021-08-13,Pfizer/BioNTech,483173
Luxembourg,2021-08-20,Johnson&Johnson,34528
Luxembourg,2021-08-20,Moderna,69572
Luxembourg,2021-08-20,Oxford/AstraZeneca,105046
Luxembourg,2021-08-20,Pfizer/BioNTech,487596
Luxembourg,2021-08-27,Johnson&Johnson,35121
Luxembourg,2021-08-27,Moderna,69699
Luxembourg,2021-08-27,Oxford/AstraZeneca,105177
Luxembourg,2021-08-27,Pfizer/BioNTech,491513
Luxembourg,2021-09-03,Johnson&Johnson,35653
Luxembourg,2021-09-03,Moderna,69780
Luxembourg,2021-09-03,Oxford/AstraZeneca,105241
Luxembourg,2021-09-03,Pfizer/BioNTech,495532
Luxembourg,2021-09-10,Johnson&Johnson,35978
Luxembourg,2021-09-10,Moderna,69798
Luxembourg,2021-09-10,Oxford/AstraZeneca,105255
Luxembourg,2021-09-10,Pfizer/BioNTech,497317
Malta,2021-01-01,Pfizer/BioNTech,57
Malta,2021-01-08,Oxford/AstraZeneca,3
Malta,2021-01-08,Pfizer/BioNTech,4543
Malta,2021-01-15,Moderna,2
Malta,2021-01-15,Oxford/AstraZeneca,6
Malta,2021-01-15,Pfizer/BioNTech,11270
Malta,2021-01-22,Moderna,3
Malta,2021-01-22,Oxford/AstraZeneca,13
Malta,2021-01-22,Pfizer/BioNTech,19534
Malta,2021-01-29,Pfizer/BioNTech,27170
Malta,2021-02-05,Moderna,48
Malta,2021-02-05,Oxford/AstraZeneca,23
Malta,2021-02-05,Pfizer/BioNTech,40029
Malta,2021-02-12,Moderna,431
Malta,2021-02-12,Oxford/AstraZeneca,181
Malta,2021-02-12,Pfizer/BioNTech,52478
Malta,2021-02-19,Moderna,950
Malta,2021-02-19,Oxford/AstraZeneca,3113
Malta,2021-02-19,Pfizer/BioNTech,62952
Malta,2021-02-26,Johnson&Johnson,5
Malta,2021-02-26,Moderna,1480
Malta,2021-02-26,Oxford/AstraZeneca,13107
Malta,2021-02-26,Pfizer/BioNTech,76320
Malta,2021-03-05,Moderna,1577
Malta,2021-03-05,Oxford/AstraZeneca,26455
Malta,2021-03-05,Pfizer/BioNTech,89116
Malta,2021-03-12,Johnson&Johnson,6
Malta,2021-03-12,Moderna,1951
Malta,2021-03-12,Oxford/AstraZeneca,41427
Malta,2021-03-12,Pfizer/BioNTech,102324
Malta,2021-03-19,Johnson&Johnson,7
Malta,2021-03-19,Moderna,3573
Malta,2021-03-19,Oxford/AstraZeneca,52007
Malta,2021-03-19,Pfizer/BioNTech,117160
Malta,2021-03-26,Moderna,9665
Malta,2021-03-26,Oxford/AstraZeneca,56973
Malta,2021-03-26,Pfizer/BioNTech,136307
Malta,2021-04-02,Moderna,11106
Malta,2021-04-02,Oxford/AstraZeneca,68133
Malta,2021-04-02,Pfizer/BioNTech,152925
Malta,2021-04-09,Johnson&Johnson,9
Malta,2021-04-09,Moderna,11666
Malta,2021-04-09,Oxford/AstraZeneca,79578
Malta,2021-04-09,Pfizer/BioNTech,170407
Malta,2021-04-16,Moderna,13648
Malta,2021-04-16,Oxford/AstraZeneca,90439
Malta,2021-04-16,Pfizer/BioNTech,193524
Malta,2021-04-23,Moderna,18954
Malta,2021-04-23,Oxford/AstraZeneca,107924
Malta,2021-04-23,Pfizer/BioNTech,209362
Malta,2021-04-30,Johnson&Johnson,11
Malta,2021-04-30,Moderna,20295
Malta,2021-04-30,Oxford/AstraZeneca,114658
Malta,2021-04-30,Pfizer/BioNTech,234674
Malta,2021-05-07,Johnson&Johnson,2427
Malta,2021-05-07,Moderna,21943
Malta,2021-05-07,Oxford/AstraZeneca,120509
Malta,2021-05-07,Pfizer/BioNTech,265799
Malta,2021-05-14,Johnson&Johnson,3523
Malta,2021-05-14,Moderna,24677
Malta,2021-05-14,Oxford/AstraZeneca,137262
Malta,2021-05-14,Pfizer/BioNTech,294029
Malta,2021-05-21,Johnson&Johnson,9026
Malta,2021-05-21,Moderna,27080
Malta,2021-05-21,Oxford/AstraZeneca,152792
Malta,2021-05-21,Pfizer/BioNTech,322381
Malta,2021-05-28,Johnson&Johnson,9449
Malta,2021-05-28,Moderna,30369
Malta,2021-05-28,Oxford/AstraZeneca,164278
Malta,2021-05-28,Pfizer/BioNTech,351948
Malta,2021-06-04,Johnson&Johnson,9772
Malta,2021-06-04,Moderna,32350
Malta,2021-06-04,Oxford/AstraZeneca,170116
Malta,2021-06-04,Pfizer/BioNTech,374482
Malta,2021-06-11,Johnson&Johnson,11262
Malta,2021-06-11,Moderna,34727
Malta,2021-06-11,Oxford/AstraZeneca,181352
Malta,2021-06-11,Pfizer/BioNTech,392599
Malta,2021-06-18,Johnson&Johnson,12316
Malta,2021-06-18,Moderna,37273
Malta,2021-06-18,Oxford/AstraZeneca,191953
Malta,2021-06-18,Pfizer/BioNTech,404377
Malta,2021-06-25,Johnson&Johnson,13481
Malta,2021-06-25,Moderna,40771
Malta,2021-06-25,Oxford/AstraZeneca,200885
Malta,2021-06-25,Pfizer/BioNTech,411668
Malta,2021-07-02,Johnson&Johnson,15303
Malta,2021-07-02,Moderna,41702
Malta,2021-07-02,Oxford/AstraZeneca,212968
Malta,2021-07-02,Pfizer/BioNTech,422613
Malta,2021-07-09,Johnson&Johnson,16340
Malta,2021-07-09,Moderna,41967
Malta,2021-07-09,Oxford/AstraZeneca,218677
Malta,2021-07-09,Pfizer/BioNTech,430103
Malta,2021-07-16,Johnson&Johnson,18069
Malta,2021-07-16,Moderna,42284
Malta,2021-07-16,Oxford/AstraZeneca,221409
Malta,2021-07-16,Pfizer/BioNTech,435256
Malta,2021-07-23,Johnson&Johnson,21660
Malta,2021-07-23,Moderna,42482
Malta,2021-07-23,Oxford/AstraZeneca,224540
Malta,2021-07-23,Pfizer/BioNTech,439729
Malta,2021-07-30,Johnson&Johnson,24931
Malta,2021-07-30,Moderna,42643
Malta,2021-07-30,Oxford/AstraZeneca,225035
Malta,2021-07-30,Pfizer/BioNTech,444162
Malta,2021-08-06,Johnson&Johnson,27980
Malta,2021-08-06,Moderna,42743
Malta,2021-08-06,Oxford/AstraZeneca,225102
Malta,2021-08-06,Pfizer/BioNTech,449156
Malta,2021-08-13,Johnson&Johnson,29582
Malta,2021-08-13,Moderna,42797
Malta,2021-08-13,Oxford/AstraZeneca,225140
Malta,2021-08-13,Pfizer/BioNTech,452429
Malta,2021-08-20,Johnson&Johnson,29914
Malta,2021-08-20,Moderna,42848
Malta,2021-08-20,Oxford/AstraZeneca,225164
Malta,2021-08-20,Pfizer/BioNTech,455754
Malta,2021-08-27,Johnson&Johnson,30310
Malta,2021-08-27,Moderna,42914
Malta,2021-08-27,Oxford/AstraZeneca,225186
Malta,2021-08-27,Pfizer/BioNTech,457145
Malta,2021-09-03,Johnson&Johnson,30394
Malta,2021-09-03,Moderna,42926
Malta,2021-09-03,Oxford/AstraZeneca,225192
Malta,2021-09-03,Pfizer/BioNTech,458320
Netherlands,2021-01-01,Johnson&Johnson,0
Netherlands,2021-01-01,Moderna,0
Netherlands,2021-01-01,Oxford/AstraZeneca,0
Netherlands,2021-01-01,Pfizer/BioNTech,0
Netherlands,2021-01-08,Johnson&Johnson,0
Netherlands,2021-01-08,Moderna,0
Netherlands,2021-01-08,Oxford/AstraZeneca,0
Netherlands,2021-01-08,Pfizer/BioNTech,33755
Netherlands,2021-01-15,Johnson&Johnson,0
Netherlands,2021-01-15,Moderna,0
Netherlands,2021-01-15,Oxford/AstraZeneca,0
Netherlands,2021-01-15,Pfizer/BioNTech,76945
Netherlands,2021-01-22,Johnson&Johnson,0
Netherlands,2021-01-22,Moderna,2572
Netherlands,2021-01-22,Oxford/AstraZeneca,0
Netherlands,2021-01-22,Pfizer/BioNTech,163710
Netherlands,2021-01-29,Johnson&Johnson,0
Netherlands,2021-01-29,Moderna,8883
Netherlands,2021-01-29,Oxford/AstraZeneca,0
Netherlands,2021-01-29,Pfizer/BioNTech,342367
Netherlands,2021-02-05,Johnson&Johnson,0
Netherlands,2021-02-05,Moderna,14873
Netherlands,2021-02-05,Oxford/AstraZeneca,0
Netherlands,2021-02-05,Pfizer/BioNTech,556272
Netherlands,2021-02-12,Johnson&Johnson,0
Netherlands,2021-02-12,Moderna,21226
Netherlands,2021-02-12,Oxford/AstraZeneca,525
Netherlands,2021-02-12,Pfizer/BioNTech,766132
Netherlands,2021-02-19,Johnson&Johnson,0
Netherlands,2021-02-19,Moderna,37220
Netherlands,2021-02-19,Oxford/AstraZeneca,69122
Netherlands,2021-02-19,Pfizer/BioNTech,931322
Netherlands,2021-02-26,Johnson&Johnson,0
Netherlands,2021-02-26,Moderna,56588
Netherlands,2021-02-26,Oxford/AstraZeneca,181894
Netherlands,2021-02-26,Pfizer/BioNTech,1143750
Netherlands,2021-03-05,Johnson&Johnson,0
Netherlands,2021-03-05,Moderna,75073
Netherlands,2021-03-05,Oxford/AstraZeneca,257234
Netherlands,2021-03-05,Pfizer/BioNTech,1344030
Netherlands,2021-03-12,Johnson&Johnson,0
Netherlands,2021-03-12,Moderna,93971
Netherlands,2021-03-12,Oxford/AstraZeneca,357957
Netherlands,2021-03-12,Pfizer/BioNTech,1509432
Netherlands,2021-03-19,Johnson&Johnson,0
Netherlands,2021-03-19,Moderna,114008
Netherlands,2021-03-19,Oxford/AstraZeneca,357957
Netherlands,2021-03-19,Pfizer/BioNTech,1703779
Netherlands,2021-03-26,Johnson&Johnson,0
Netherlands,2021-03-26,Moderna,154730
Netherlands,2021-03-26,Oxford/AstraZeneca,454060
Netherlands,2021-03-26,Pfizer/BioNTech,1864971
Netherlands,2021-04-02,Johnson&Johnson,0
Netherlands,2021-04-02,Moderna,196135
Netherlands,2021-04-02,Oxford/AstraZeneca,574602
Netherlands,2021-04-02,Pfizer/BioNTech,2153858
Netherlands,2021-04-09,Johnson&Johnson,0
Netherlands,2021-04-09,Moderna,230343
Netherlands,2021-04-09,Oxford/AstraZeneca,844050
Netherlands,2021-04-09,Pfizer/BioNTech,2493403
Netherlands,2021-04-16,Johnson&Johnson,0
Netherlands,2021-04-16,Moderna,261750
Netherlands,2021-04-16,Oxford/AstraZeneca,1155062
Netherlands,2021-04-16,Pfizer/BioNTech,2957354
Netherlands,2021-04-23,Johnson&Johnson,8886
Netherlands,2021-04-23,Moderna,295994
Netherlands,2021-04-23,Oxford/AstraZeneca,1261103
Netherlands,2021-04-23,Pfizer/BioNTech,3461295
Netherlands,2021-04-30,Johnson&Johnson,48509
Netherlands,2021-04-30,Moderna,325560
Netherlands,2021-04-30,Oxford/AstraZeneca,1350139
Netherlands,2021-04-30,Pfizer/BioNTech,3989696
Netherlands,2021-05-07,Johnson&Johnson,95475
Netherlands,2021-05-07,Moderna,374398
Netherlands,2021-05-07,Oxford/AstraZeneca,1496021
Netherlands,2021-05-07,Pfizer/BioNTech,4591948
Netherlands,2021-05-14,Johnson&Johnson,124390
Netherlands,2021-05-14,Moderna,451876
Netherlands,2021-05-14,Oxford/AstraZeneca,1686129
Netherlands,2021-05-14,Pfizer/BioNTech,5303739
Netherlands,2021-05-21,Johnson&Johnson,142110
Netherlands,2021-05-21,Moderna,536053
Netherlands,2021-05-21,Oxford/AstraZeneca,1834602
Netherlands,2021-05-21,Pfizer/BioNTech,6085969
Netherlands,2021-05-28,Johnson&Johnson,240286
Netherlands,2021-05-28,Moderna,639417
Netherlands,2021-05-28,Oxford/AstraZeneca,1950295
Netherlands,2021-05-28,Pfizer/BioNTech,6778771
Netherlands,2021-06-04,Johnson&Johnson,389480
Netherlands,2021-06-04,Moderna,781586
Netherlands,2021-06-04,Oxford/AstraZeneca,2086229
Netherlands,2021-06-04,Pfizer/BioNTech,7535920
Netherlands,2021-06-11,Johnson&Johnson,438368
Netherlands,2021-06-11,Moderna,944904
Netherlands,2021-06-11,Oxford/AstraZeneca,2300004
Netherlands,2021-06-11,Pfizer/BioNTech,8772486
Netherlands,2021-06-18,Johnson&Johnson,458438
Netherlands,2021-06-18,Moderna,1075463
Netherlands,2021-06-18,Oxford/AstraZeneca,2475265
Netherlands,2021-06-18,Pfizer/BioNTech,9866789
Netherlands,2021-06-25,Johnson&Johnson,541315
Netherlands,2021-06-25,Moderna,1187040
Netherlands,2021-06-25,Oxford/AstraZeneca,2636758
Netherlands,2021-06-25,Pfizer/BioNTech,10943958
Netherlands,2021-07-02,Johnson&Johnson,672211
Netherlands,2021-07-02,Moderna,1308683
Netherlands,2021-07-02,Oxford/AstraZeneca,2800633
Netherlands,2021-07-02,Pfizer/BioNTech,11988654
Netherlands,2021-07-09,Johnson&Johnson,741355
Netherlands,2021-07-09,Moderna,1517095
Netherlands,2021-07-09,Oxford/AstraZeneca,2823387
Netherlands,2021-07-09,Pfizer/BioNTech,12808235
Netherlands,2021-07-16,Johnson&Johnson,755285
Netherlands,2021-07-16,Moderna,1657071
Netherlands,2021-07-16,Oxford/AstraZeneca,2824086
Netherlands,2021-07-16,Pfizer/BioNTech,13637879
Netherlands,2021-07-23,Johnson&Johnson,764401
Netherlands,2021-07-23,Moderna,1756414
Netherlands,2021-07-23,Oxford/AstraZeneca,2824201
Netherlands,2021-07-23,Pfizer/BioNTech,14264556
Netherlands,2021-07-30,Johnson&Johnson,771687
Netherlands,2021-07-30,Moderna,1806473
Netherlands,2021-07-30,Oxford/AstraZeneca,2824261
Netherlands,2021-07-30,Pfizer/BioNTech,14919370
Netherlands,2021-08-06,Johnson&Johnson,777105
Netherlands,2021-08-06,Moderna,1842758
Netherlands,2021-08-06,Oxford/AstraZeneca,2824293
Netherlands,2021-08-06,Pfizer/BioNTech,15627711
Netherlands,2021-08-13,Johnson&Johnson,781632
Netherlands,2021-08-13,Moderna,1918645
Netherlands,2021-08-13,Oxford/AstraZeneca,2824293
Netherlands,2021-08-13,Pfizer/BioNTech,16128963
Netherlands,2021-08-20,Johnson&Johnson,785392
Netherlands,2021-08-20,Moderna,1940776
Netherlands,2021-08-20,Oxford/AstraZeneca,2824293
Netherlands,2021-08-20,Pfizer/BioNTech,16267288
Netherlands,2021-08-27,Johnson&Johnson,788681
Netherlands,2021-08-27,Moderna,1951999
Netherlands,2021-08-27,Oxford/AstraZeneca,2824293
Netherlands,2021-08-27,Pfizer/BioNTech,16388143
Netherlands,2021-09-03,Johnson&Johnson,791682
Netherlands,2021-09-03,Moderna,1957771
Netherlands,2021-09-03,Oxford/AstraZeneca,2824297
Netherlands,2021-09-03,Pfizer/BioNTech,16494508
Netherlands,2021-09-10,Johnson&Johnson,792845
Netherlands,2021-09-10,Moderna,1959003
Netherlands,2021-09-10,Oxford/AstraZeneca,2824297
Netherlands,2021-09-10,Pfizer/BioNTech,16525930
Poland,2021-01-01,Johnson&Johnson,0
Poland,2021-01-01,Moderna,0
Poland,2021-01-01,Oxford/AstraZeneca,0
Poland,2021-01-01,Pfizer/BioNTech,2215
Poland,2021-01-08,Johnson&Johnson,0
Poland,2021-01-08,Moderna,0
Poland,2021-01-08,Oxford/AstraZeneca,1
Poland,2021-01-08,Pfizer/BioNTech,213282
Poland,2021-01-15,Johnson&Johnson,0
Poland,2021-01-15,Moderna,1
Poland,2021-01-15,Oxford/AstraZeneca,3
Poland,2021-01-15,Pfizer/BioNTech,486092
Poland,2021-01-22,Johnson&Johnson,0
Poland,2021-01-22,Moderna,5
Poland,2021-01-22,Oxford/AstraZeneca,6
Poland,2021-01-22,Pfizer/BioNTech,729428
Poland,2021-01-29,Johnson&Johnson,0
Poland,2021-01-29,Moderna,4249
Poland,2021-01-29,Oxford/AstraZeneca,10
Poland,2021-01-29,Pfizer/BioNTech,1198077
Poland,2021-02-05,Johnson&Johnson,0
Poland,2021-02-05,Moderna,9048
Poland,2021-02-05,Oxford/AstraZeneca,13
Poland,2021-02-05,Pfizer/BioNTech,1689041
Poland,2021-02-12,Johnson&Johnson,0
Poland,2021-02-12,Moderna,22763
Poland,2021-02-12,Oxford/AstraZeneca,21517
Poland,2021-02-12,Pfizer/BioNTech,2130128
Poland,2021-02-19,Johnson&Johnson,0
Poland,2021-02-19,Moderna,71329
Poland,2021-02-19,Oxford/AstraZeneca,129381
Poland,2021-02-19,Pfizer/BioNTech,2569747
Poland,2021-02-26,Johnson&Johnson,0
Poland,2021-02-26,Moderna,130694
Poland,2021-02-26,Oxford/AstraZeneca,289425
Poland,2021-02-26,Pfizer/BioNTech,2968750
Poland,2021-03-05,Johnson&Johnson,0
Poland,2021-03-05,Moderna,202561
Poland,2021-03-05,Oxford/AstraZeneca,475554
Poland,2021-03-05,Pfizer/BioNTech,3347707
Poland,2021-03-12,Johnson&Johnson,0
Poland,2021-03-12,Moderna,247758
Poland,2021-03-12,Oxford/AstraZeneca,595502
Poland,2021-03-12,Pfizer/BioNTech,3724356
Poland,2021-03-19,Johnson&Johnson,6
Poland,2021-03-19,Moderna,294375
Poland,2021-03-19,Oxford/AstraZeneca,654587
Poland,2021-03-19,Pfizer/BioNTech,4111943
Poland,2021-03-26,Johnson&Johnson,6
Poland,2021-03-26,Moderna,376132
Poland,2021-03-26,Oxford/AstraZeneca,979413
Poland,2021-03-26,Pfizer/BioNTech,4575614
Poland,2021-04-02,Johnson&Johnson,37
Poland,2021-04-02,Moderna,441813
Poland,2021-04-02,Oxford/AstraZeneca,1277270
Poland,2021-04-02,Pfizer/BioNTech,5000813
Poland,2021-04-09,Johnson&Johnson,56
Poland,2021-04-09,Moderna,517014
Poland,2021-04-09,Oxford/AstraZeneca,1620345
Poland,2021-04-09,Pfizer/BioNTech,5613881
Poland,2021-04-16,Johnson&Johnson,23266
Poland,2021-04-16,Moderna,652314
Poland,2021-04-16,Oxford/AstraZeneca,1878627
Poland,2021-04-16,Pfizer/BioNTech,6396407
